"","GO_Biological_Process_2018.Term","GO_Biological_Process_2018.Overlap","GO_Biological_Process_2018.P.value","GO_Biological_Process_2018.Adjusted.P.value","GO_Biological_Process_2018.Old.P.value","GO_Biological_Process_2018.Old.Adjusted.P.value","GO_Biological_Process_2018.Odds.Ratio","GO_Biological_Process_2018.Combined.Score","GO_Biological_Process_2018.Genes"
"3730","regulation of protein kinase B signaling (GO:0051896)","23/163",0.854209387393285,0.9999962445899,0,0,0.807950477326969,0.127315972473731,"HIP1;RAMP3;PLEKHA1;PDCD6;PPP2R5B;TSC2;PIK3R2;PARK7;ARRB2;FGF2;RTN4;PTK2;RNF41;SLC9A3R1;FLCN;PINK1;CPNE1;INPP5K;GAS6;FGFR3;NOP53;FGFR1;ENG"
"3731","morphogenesis of an epithelium (GO:0002009)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"KDM2B;LIN7C"
"3732","purine ribonucleoside bisphosphate metabolic process (GO:0034035)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"PODXL2;SULT4A1"
"3733","positive regulation of toll-like receptor signaling pathway (GO:0034123)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"FLOT1;TLR3"
"3734","osteoclast differentiation (GO:0030316)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"GLO1;MAPK14"
"3735","gamma-aminobutyric acid signaling pathway (GO:0007214)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"GABBR1;GNAI2"
"3736","striated muscle cell differentiation (GO:0051146)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"SKI;MYEF2"
"3737","positive regulation of immunoglobulin production (GO:0002639)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"XBP1;TFRC"
"3738","positive regulation of blood coagulation (GO:0030194)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"DMTN;USF1"
"3739","regulation of platelet activation (GO:0010543)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"FCER1G;APOE"
"3740","positive regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902895)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"RELA;GNL3"
"3741","positive regulation of transcription regulatory region DNA binding (GO:2000679)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"DDRGK1;PARK7"
"3742","triglyceride biosynthetic process (GO:0019432)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"GPAM;PCK2"
"3743","activin receptor signaling pathway (GO:0032924)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"SMAD2;INHBA"
"3744","negative regulation of double-strand break repair (GO:2000780)","2/19",0.855154121865307,0.9999962445899,0,0,0.579271376501979,0.0906406584255873,"HSF1;OTUB1"
"3745","DNA-dependent DNA replication (GO:0006261)","7/56",0.855734773856836,0.9999962445899,0,0,0.703087885985748,0.109537432696446,"RPAIN;RFC5;CDC34;ORC6;ORC3;POLE3;CDC7"
"3746","anion transport (GO:0006820)","7/56",0.855734773856836,0.9999962445899,0,0,0.703087885985748,0.109537432696446,"SLC22A4;SLC22A17;LRRC8D;VDAC1;SLC17A7;SLC22A8;SLC22A7"
"3747","interferon-gamma-mediated signaling pathway (GO:0060333)","9/70",0.856717617812541,0.9999962445899,0,0,0.72604541071272,0.112280683267922,"CAMK2B;HCK;CAMK2D;VCAM1;IRF3;CAMK2A;TRIM26;CAMK2G;JAK1"
"3748","positive regulation of vasculature development (GO:1904018)","14/104",0.857366084579913,0.9999962445899,0,0,0.765281496908989,0.117769385157403,"XBP1;ECM1;PRKCB;PDCD6;HIPK1;FGF2;PIK3R6;VEGFA;PDCL3;PRKD1;PLCG1;HIF1AN;CD34;ENG"
"3749","peptidyl-glutamic acid modification (GO:0018200)","3/27",0.857657239710082,0.9999962445899,0,0,0.615398873072361,0.0944949565573443,"AGBL5;TTLL3;CFAP20"
"3750","release of sequestered calcium ion into cytosol (GO:0051209)","3/27",0.857657239710082,0.9999962445899,0,0,0.615398873072361,0.0944949565573443,"FGF2;RYR3;CHERP"
"3751","positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)","3/27",0.857657239710082,0.9999962445899,0,0,0.615398873072361,0.0944949565573443,"DMTN;ABL1;FLNA"
"3752","muscle fiber development (GO:0048747)","3/27",0.857657239710082,0.9999962445899,0,0,0.615398873072361,0.0944949565573443,"SKI;ACTA1;VEGFA"
"3753","negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)","3/27",0.857657239710082,0.9999962445899,0,0,0.615398873072361,0.0944949565573443,"DMTN;SH3BP5L;THY1"
"3754","negative regulation of smooth muscle cell proliferation (GO:0048662)","3/27",0.857657239710082,0.9999962445899,0,0,0.615398873072361,0.0944949565573443,"NDRG4;TPM1;PDCD4"
"3755","leukocyte cell-cell adhesion (GO:0007159)","3/27",0.857657239710082,0.9999962445899,0,0,0.615398873072361,0.0944949565573443,"TSTA3;VCAM1;ITGAL"
"3756","cardiac muscle cell development (GO:0055013)","3/27",0.857657239710082,0.9999962445899,0,0,0.615398873072361,0.0944949565573443,"OBSL1;SLC8A1;VEGFA"
"3757","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)","10/77",0.858125786930816,0.9999962445899,0,0,0.734425938657382,0.112370536269742,"SMAD2;SKI;DLX1;NOTCH1;SMURF1;CHRD;PIN1;LEMD2;NBL1;SKIL"
"3758","determination of left/right symmetry (GO:0007368)","5/42",0.859413781646477,0.9999962445899,0,0,0.665169620659235,0.100776371327748,"GALNT11;CCDC39;NOTCH1;NPHP3;DLL1"
"3759","regulation of interleukin-6 production (GO:0032675)","5/42",0.859413781646477,0.9999962445899,0,0,0.665169620659235,0.100776371327748,"SELENOS;GBA;ARHGEF2;GAS6;TLR3"
"3760","response to retinoic acid (GO:0032526)","7/57",0.868000742287485,0.9999962445899,0,0,0.688984560570071,0.097534520958364,"NDUFA13;LTK;BRINP2;TMEM161A;PTK7;TWF2;HTRA2"
"3761","chloride transmembrane transport (GO:1902476)","7/57",0.868000742287485,0.9999962445899,0,0,0.688984560570071,0.097534520958364,"CLCN7;SLC12A5;CLCN4;SLC1A3;SLC12A6;CLCN2;SLC12A9"
"3762","positive regulation of posttranscriptional gene silencing (GO:0060148)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"FXR1"
"3763","formation of extrachromosomal circular DNA (GO:0001325)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"SMARCAL1"
"3764","L-phenylalanine catabolic process (GO:0006559)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"QDPR"
"3765","interleukin-27-mediated signaling pathway (GO:0070106)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"JAK1"
"3766","regulation of feeding behavior (GO:0060259)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"CFAP20"
"3767","intracellular protein transmembrane transport (GO:0065002)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"AKT2"
"3768","regulation of leukocyte cell-cell adhesion (GO:1903037)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"KAT2A"
"3769","interleukin-2-mediated signaling pathway (GO:0038110)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"JAK1"
"3770","immune response-regulating cell surface receptor signaling pathway (GO:0002768)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"BAG6"
"3771","negative regulation of leukocyte cell-cell adhesion (GO:1903038)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"GPNMB"
"3772","myosin filament assembly (GO:0031034)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"OBSL1"
"3773","negative regulation of peptide secretion (GO:0002792)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"CD74"
"3774","lymphocyte mediated immunity (GO:0002449)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"GNL1"
"3775","response to axon injury (GO:0048678)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"DHFR"
"3776","renal filtration (GO:0097205)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"CD34"
"3777","negative regulation of cellular senescence (GO:2000773)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"MAP3K3"
"3778","synaptonemal complex assembly (GO:0007130)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"BAG6"
"3779","regulation of chromatin binding (GO:0035561)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"MED25"
"3780","cellular response to interleukin-2 (GO:0071352)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"JAK1"
"3781","rhodopsin mediated signaling pathway (GO:0016056)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"GNB1"
"3782","regulation of cholesterol esterification (GO:0010872)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"APOE"
"3783","negative regulation of potassium ion transport (GO:0043267)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"ACTN2"
"3784","phosphate ion homeostasis (GO:0055062)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"GPCPD1"
"3785","fatty acid transmembrane transport (GO:1902001)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"PRKAB2"
"3786","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902166)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"CD74"
"3787","t-circle formation (GO:0090656)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"SMARCAL1"
"3788","negative regulation of heart contraction (GO:0045822)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"SPTBN4"
"3789","angiotensin maturation (GO:0002003)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"ACE"
"3790","positive regulation of fatty acid oxidation (GO:0046321)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"AKT2"
"3791","magnesium ion transport (GO:0015693)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"MRS2"
"3792","epithelial cell-cell adhesion (GO:0090136)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"KIFC3"
"3793","icosanoid secretion (GO:0032309)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"ACE"
"3794","carbohydrate derivative catabolic process (GO:1901136)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"NEU4"
"3795","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process (GO:1902222)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"QDPR"
"3796","telomere maintenance via telomere trimming (GO:0090737)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"SMARCAL1"
"3797","interleukin-35-mediated signaling pathway (GO:0070757)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"JAK1"
"3798","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"VEGFA"
"3799","cardiac muscle cell membrane repolarization (GO:0099622)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"ATP1B1"
"3800","synaptonemal complex organization (GO:0070193)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"BAG6"
"3801","positive regulation of interferon-gamma biosynthetic process (GO:0045078)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"TLR3"
"3802","membrane repolarization during action potential (GO:0086011)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"ATP1B1"
"3803","hepatocyte growth factor receptor signaling pathway (GO:0048012)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"STMN1"
"3804","isotype switching (GO:0045190)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"RNF8"
"3805","L-phenylalanine metabolic process (GO:0006558)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"QDPR"
"3806","drug transmembrane transport (GO:0006855)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"RALBP1"
"3807","negative regulation of blood vessel diameter (GO:0097756)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"CHGA"
"3808","cellular response to prostaglandin stimulus (GO:0071379)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"GNB1"
"3809","regulation of trophoblast cell migration (GO:1901163)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"SYDE1"
"3810","positive regulation of superoxide anion generation (GO:0032930)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"GSTP1"
"3811","negative regulation of nuclear division (GO:0051784)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"TOM1L1"
"3812","embryonic eye morphogenesis (GO:0048048)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"KDM2B"
"3813","positive regulation of leukocyte degranulation (GO:0043302)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"LAMP1"
"3814","carnitine shuttle (GO:0006853)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"PRKAB2"
"3815","pyrimidine nucleoside catabolic process (GO:0046135)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"NT5C"
"3816","low-density lipoprotein particle remodeling (GO:0034374)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"PLA2G7"
"3817","positive regulation of tumor necrosis factor secretion (GO:1904469)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"MAVS"
"3818","myeloid cell activation involved in immune response (GO:0002275)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"FCER1G"
"3819","somite development (GO:0061053)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"PTCH1"
"3820","regulation of protein kinase C signaling (GO:0090036)","1/11",0.869139229461702,0.9999962445899,0,0,0.492442205097807,0.0690659788022001,"VEGFA"
"3821","neurogenesis (GO:0022008)","6/50",0.86967979774098,0.9999962445899,0,0,0.671132518416579,0.0937103568024055,"DAGLA;KIF3A;ROGDI;THOC2;HAP1;BTBD6"
"3822","regulation of bone mineralization (GO:0030500)","6/50",0.86967979774098,0.9999962445899,0,0,0.671132518416579,0.0937103568024055,"ECM1;NBR1;TXLNG;BCOR;SLC8A1;GPM6B"
"3823","cardiac ventricle morphogenesis (GO:0003208)","5/43",0.873057203667601,0.9999962445899,0,0,0.647626112759644,0.0879179647699525,"GSK3A;NOTCH1;TPM1;CPE;ENG"
"3824","membrane depolarization (GO:0051899)","5/43",0.873057203667601,0.9999962445899,0,0,0.647626112759644,0.0879179647699525,"CACNB3;ABL1;SCN3B;SCN3A;SCN1B"
"3825","glycosaminoglycan biosynthetic process (GO:0006024)","13/99",0.87334001766416,0.9999962445899,0,0,0.743629207420832,0.100709939373611,"B4GALT2;B4GALT3;CHPF2;ABCC5;SDC3;HEXA;B3GAT1;XYLT2;HS3ST2;BCAN;DSEL;GPC1;B4GALT7"
"3826","triglyceride homeostasis (GO:0070328)","3/28",0.87426508687621,0.9999962445899,0,0,0.590747330960854,0.0793796913799792,"MLXIPL;XBP1;APOE"
"3827","positive regulation of fibroblast proliferation (GO:0048146)","3/28",0.87426508687621,0.9999962445899,0,0,0.590747330960854,0.0793796913799792,"CD74;FN1;GAS6"
"3828","bicellular tight junction assembly (GO:0070830)","3/28",0.87426508687621,0.9999962445899,0,0,0.590747330960854,0.0793796913799792,"PRKCI;PARD6A;ARL2"
"3829","positive regulation of phosphate metabolic process (GO:0045937)","3/28",0.87426508687621,0.9999962445899,0,0,0.590747330960854,0.0793796913799792,"KCTD20;ILK;ITGA6"
"3830","regulation of epidermal cell differentiation (GO:0045604)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"CTSL;DLL1"
"3831","purine nucleotide metabolic process (GO:0006163)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"NT5C;NT5C2"
"3832","dopamine metabolic process (GO:0042417)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"DRD1;COMT"
"3833","striated muscle cell development (GO:0055002)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"TMOD2;SLC8A1"
"3834","dorsal/ventral pattern formation (GO:0009953)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"PTCH1;NBL1"
"3835","inositol phosphate-mediated signaling (GO:0048016)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"PPP3CA;ADGRB2"
"3836","regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"GPC1;NPTN"
"3837","negative regulation of interferon-gamma production (GO:0032689)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"INHBA;GAS6"
"3838","chondroitin sulfate biosynthetic process (GO:0030206)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"BCAN;CHPF2"
"3839","immune response-activating cell surface receptor signaling pathway (GO:0002429)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"BAG6;FCER1G"
"3840","positive regulation of interleukin-2 production (GO:0032743)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"TANK;SPTBN1"
"3841","proteoglycan metabolic process (GO:0006029)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"CANT1;B4GALT7"
"3842","mitochondrial respiratory chain complex IV assembly (GO:0033617)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"SURF1;SCO1"
"3843","adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880)","2/20",0.87458129924394,0.9999962445899,0,0,0.547056692031492,0.0733110794980753,"CHGA;ADCY9"
"3844","regulation of inflammatory response (GO:0050727)","23/166",0.876132215073875,0.9999962445899,0,0,0.790856518183487,0.104581496980066,"MVK;SETD6;PDE2A;GBA;NR1D2;PARK7;MAPK14;PLA2G7;RELA;HCK;PSMA6;PER1;GPRC5B;FNDC4;SHARPIN;MAPK7;SELENOS;TYRO3;PDCD4;VPS35;APOE;TLR3;BRD4"
"3845","Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)","18/133",0.876666288354223,0.9999962445899,0,0,0.769786688425224,0.101326155028099,"CYFIP1;YES1;HSP90AB1;PRKCE;ARPC1B;PIK3R2;ARPC4;ARPC5;WASL;ACTB;PTK2;PLD2;NCKIPSD;HCK;ARPC3;ABL1;ELMO2;PLCG1"
"3846","cell-cell junction organization (GO:0045216)","9/72",0.878122847893873,0.9999962445899,0,0,0.70291146761735,0.0913565439682889,"TJP1;FLCN;PRKCI;CADM3;NLGN2;PARD6A;FSCN1;CTNNA1;SDK2"
"3847","cellular response to type I interferon (GO:0071357)","8/65",0.878338254605208,0.9999962445899,0,0,0.690624690624691,0.0895902546264143,"IFI27;IRF3;IRAK1;STAT2;ADAR;JAK1;IFNAR1;IP6K2"
"3848","type I interferon signaling pathway (GO:0060337)","8/65",0.878338254605208,0.9999962445899,0,0,0.690624690624691,0.0895902546264143,"IFI27;IRF3;IRAK1;STAT2;ADAR;JAK1;IFNAR1;IP6K2"
"3849","chromatin assembly (GO:0031497)","8/65",0.878338254605208,0.9999962445899,0,0,0.690624690624691,0.0895902546264143,"BRD2;NAA60;DAXX;NPM1;CDAN1;H3F3A;PAF1;NOC2L"
"3850","cell-cell junction assembly (GO:0007043)","10/79",0.878518783564229,0.9999962445899,0,0,0.713052092081745,0.0923530738591,"TJP1;FLCN;CNTNAP1;PRKCI;PARD6A;FBF1;EPB41L3;FSCN1;CTNNA1;ARL2"
"3851","endoderm formation (GO:0001706)","4/36",0.879020148126454,0.9999962445899,0,0,0.615284781963809,0.0793394097580274,"DUSP1;FN1;ITGAV;INHBA"
"3852","zymogen activation (GO:0031638)","4/36",0.879020148126454,0.9999962445899,0,0,0.615284781963809,0.0793394097580274,"CASP8;ASPH;PLAT;TBC1D10A"
"3853","cholesterol homeostasis (GO:0042632)","7/58",0.879394564916716,0.9999962445899,0,0,0.675434306739323,0.0868078996203434,"ABCA2;XBP1;FABP3;SOAT1;INSIG1;NR1H2;APOE"
"3854","sterol homeostasis (GO:0055092)","7/58",0.879394564916716,0.9999962445899,0,0,0.675434306739323,0.0868078996203434,"ABCA2;XBP1;FABP3;SOAT1;INSIG1;NR1H2;APOE"
"3855","ion transmembrane transport (GO:0034220)","31/219",0.880975574519599,0.9999962445899,0,0,0.810513272421867,0.102712600945409,"ATP8A1;TTYH1;TCIRG1;ATP2C1;CLCN2;RYR3;LRRC8D;ATP6V1D;ATP6V1C1;ATP6V0A1;ASIC1;ATP6V0B;ATP6AP1;ATP13A1;ATP2B4;ATP11B;ATP2B2;ATP1B2;ATP2B1;ATP1B1;CLCN7;P2RX5;CLCN4;ASPH;FXYD1;ATP6V1B2;ATP13A4;BAX;ATP13A2;ATP6V0D1;RAF1"
"3856","response to organonitrogen compound (GO:0010243)","6/51",0.881629598670641,0.9999962445899,0,0,0.656178885920649,0.0826675600060748,"DHFR;BRSK2;VCP;DERL1;SYVN1;UBXN6"
"3857","peptidyl-tyrosine modification (GO:0018212)","6/51",0.881629598670641,0.9999962445899,0,0,0.656178885920649,0.0826675600060748,"HCK;ABI2;ABL1;FGFR3;PTK2;FGFR1"
"3858","inorganic anion transport (GO:0015698)","5/44",0.885559782944032,0.9999962445899,0,0,0.630982271931827,0.0766866265487337,"CLCN4;TTYH1;FXYD1;SLC4A10;SLC17A7"
"3859","sprouting angiogenesis (GO:0002040)","5/44",0.885559782944032,0.9999962445899,0,0,0.630982271931827,0.0766866265487337,"NR4A1;FGF2;DLL1;JMJD6;VEGFA"
"3860","regulation of peptide hormone secretion (GO:0090276)","9/73",0.887802158003936,0.9999962445899,0,0,0.691886697860963,0.0823389145756549,"PER2;TFR2;KCNB1;SLC2A1;ARL2;SLC25A5;SLC25A4;CLOCK;SYT7"
"3861","superoxide metabolic process (GO:0006801)","3/29",0.889130753334188,0.9999962445899,0,0,0.567992061319463,0.0667453010128969,"CCS;NOXO1;SOD2"
"3862","regulation of vasoconstriction (GO:0019229)","3/29",0.889130753334188,0.9999962445899,0,0,0.567992061319463,0.0667453010128969,"PER2;ACE;KCNMB2"
"3863","regulation of embryonic development (GO:0045995)","3/29",0.889130753334188,0.9999962445899,0,0,0.567992061319463,0.0667453010128969,"POGLUT1;DLL1;CLASP2"
"3864","regulation of neutrophil chemotaxis (GO:0090022)","3/29",0.889130753334188,0.9999962445899,0,0,0.567992061319463,0.0667453010128969,"CD74;RAC2;JAM3"
"3865","cellular response to cadmium ion (GO:0071276)","3/29",0.889130753334188,0.9999962445899,0,0,0.567992061319463,0.0667453010128969,"DAXX;SUMO1;HSF1"
"3866","cellular divalent inorganic cation homeostasis (GO:0072503)","13/101",0.890134622297827,0.9999962445899,0,0,0.726640663025256,0.0845683054212597,"SLC30A9;CALCB;ATP13A1;ATP2B4;RMDN3;ATP2B2;ATP2B1;ATP1B1;ATP2C1;CHERP;ATP13A4;ATP13A2;TPT1"
"3867","pulmonary valve morphogenesis (GO:0003184)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"NOTCH1"
"3868","regulation of double-strand break repair via nonhomologous end joining (GO:2001032)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"HSF1"
"3869","regulation of DNA-dependent DNA replication (GO:0090329)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"WRNIP1"
"3870","phospholipid efflux (GO:0033700)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"APOE"
"3871","nucleoside catabolic process (GO:0009164)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"NT5C"
"3872","positive regulation of keratinocyte differentiation (GO:0045618)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"MBD4"
"3873","regulation of bone remodeling (GO:0046850)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"SYT7"
"3874","DNA ligation involved in DNA repair (GO:0051103)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"PAXX"
"3875","positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"VEGFA"
"3876","cellular glucan metabolic process (GO:0006073)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"PHKG2"
"3877","somatic hypermutation of immunoglobulin genes (GO:0016446)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"MLH1"
"3878","response to prostaglandin E (GO:0034695)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"GNB1"
"3879","plasminogen activation (GO:0031639)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"PLAT"
"3880","positive regulation of pseudopodium assembly (GO:0031274)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"WASHC1"
"3881","cytoplasmic translational initiation (GO:0002183)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"EIF4H"
"3882","vasoconstriction (GO:0042310)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"SLC8A1"
"3883","kinetochore organization (GO:0051383)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"CENPT"
"3884","regulation of pseudopodium assembly (GO:0031272)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"WASHC1"
"3885","cardiac muscle fiber development (GO:0048739)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"VEGFA"
"3886","regulation of angiotensin levels in blood (GO:0002002)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"ACE"
"3887","skeletal muscle cell differentiation (GO:0035914)","1/12",0.891233864555424,0.9999962445899,0,0,0.447647787896751,0.0515459317787416,"LEMD2"
